ID	StemEnergy5p	StemEnergy3p	LoopEnergy	DMS_local
 LocalEnergy_I1.1_197	-6.35	-12.7	3.3	0.9722222222222222
 LocalEnergy_I1.1_1980	-11.25	-11.75	6.3	0.6859504132231405
 LocalEnergy_I1.1_1981	-18.8	-19.0	3.8	0.90625
 LocalEnergy_I1.1_1982	-15.1	-2.4	8.2	0.6111111111111112
 LocalEnergy_I1.1_1983	-6.0	-2.0	5.3	0.4791666666666667
 LocalEnergy_I1.1_1984	-9.45	-16.1	5.6	0.9285714285714286
 LocalEnergy_I1.1_1985	-3.2	-15.25	4.8	0.6103896103896104
 LocalEnergy_I1.1_1986	-7.7	-11.95	6.6	0.925
 LocalEnergy_I1.1_1987	-7.05	-21.75	2.3	0.95
 LocalEnergy_I1.1_1988	-10.85	-18.95	5.1	0.9807692307692307
 LocalEnergy_I1.1_1989	-9.1	-4.85	4.2	0.85
 LocalEnergy_I1.1_198	-2.4	-9.3	4.6	0.8690476190476191
 LocalEnergy_I1.1_1990	-6.0	-6.3	4.1	0.7714285714285715
 LocalEnergy_I1.1_1991	-16.0	-4.7	4.6	0.8806818181818182
 LocalEnergy_I1.1_1992	-9.95	-7.45	4.7	0.48148148148148145
 LocalEnergy_I1.1_1993	-21.45	-1.77	5.6	0.8409090909090909
 LocalEnergy_I1.1_1994	-8.3	-12.3	6.6	0.8675213675213675
 LocalEnergy_I1.1_1995	-5.05	-11.9	5.3	0.8516483516483516
 LocalEnergy_I1.1_1996	-16.1	-9.55	6.1	1.0
 LocalEnergy_I1.1_1997	-6.75	-4.65	6.6	0.9537037037037037
 LocalEnergy_I1.1_1998	-14.45	-8.6	4.6	0.9196428571428571
 LocalEnergy_I1.1_1999	-12.3	-9.3	3.4	0.9886363636363636
 LocalEnergy_I1.1_199	-6.75	-10.75	4.5	0.9333333333333333
 LocalEnergy_I1.1_19	-19.7	-6.9	6.8	1.0
 LocalEnergy_I1.1_1	-7.55	-13.95	6.8	0.8939393939393939
 LocalEnergy_I1.1_2000	-4.8	-7.45	3.8	0.4360902255639098
 LocalEnergy_I1.1_200	-20.45	-3.8	3.0	0.9464285714285714
 LocalEnergy_I1.1_201	-23.7	-4.35	4.2	0.9682539682539681
 LocalEnergy_I1.1_202	-6.9	-8.7	4.0	1.0
 LocalEnergy_I1.1_203	-5.9	-3.8	6.1	0.453125
 LocalEnergy_I1.1_204	-3.85	-6.7	4.2	0.46249999999999997
 LocalEnergy_I1.1_205	-10.4	-7.35	3.9	0.8538461538461539
 LocalEnergy_I1.1_206	-10.2	-12.25	5.8	1.0
 LocalEnergy_I1.1_207	-5.25	-8.1	7.5	0.9871794871794872
 LocalEnergy_I1.1_208	-4.95	-18.6	3.8	0.888888888888889
 LocalEnergy_I1.1_20	-11.65	-21.75	5.9	0.9777777777777777
 LocalEnergy_I1.1_210	-17.2	-17.0	5.8	0.9333333333333333
 LocalEnergy_I1.1_211	-5.8	-8.3	5.5	0.5909090909090909
 LocalEnergy_I1.1_212	-3.5	-5.8	6.0	0.75
 LocalEnergy_I1.1_213	-12.5	-14.15	5.1	0.9196428571428572
 LocalEnergy_I1.1_214	-9.0	-6.85	8.0	0.9545454545454546
 LocalEnergy_I1.1_215	-7.6	-8.25	4.7	1.0
 LocalEnergy_I1.1_216	-9.1	-7.65	4.4	0.9351851851851852
 LocalEnergy_I1.1_217	-18.25	-3.5	5.5	0.7611111111111111
 LocalEnergy_I1.1_218	-20.55	-5.45	3.2	0.7678571428571428
 LocalEnergy_I1.1_219	-8.6	-6.7	6.3	0.5785123966942148
 LocalEnergy_I1.1_21	-17.8	-11.3	1.1	1.0
 LocalEnergy_I1.1_220	-19.35	-3.1	1.6	1.0
 LocalEnergy_I1.1_221	-8.45	-7.35	4.5	1.0
 LocalEnergy_I1.1_222	-23.3	-4.3	4.2	0.8461538461538463
 LocalEnergy_I1.1_223	-9.35	-11.45	4.0	0.9848484848484849
 LocalEnergy_I1.1_224	-9.9	-2.4	5.2	0.9404761904761906
 LocalEnergy_I1.1_225	-7.05	-2.0	6.1	0.4444444444444445
 LocalEnergy_I1.1_226	-4.5	-11.5	4.4	0.8282828282828283
 LocalEnergy_I1.1_227	-26.5	-9.2	3.0	0.9294117647058823
 LocalEnergy_I1.1_228	-12.95	-3.95	3.5	0.9259259259259259
 LocalEnergy_I1.1_229	-9.65	-7.45	3.4	0.8181818181818182
 LocalEnergy_I1.1_22	-12.4	-7.85	5.8	0.625
 LocalEnergy_I1.1_230	-16.4	-13.25	2.213	1.0
 LocalEnergy_I1.1_231	-13.7	-7.8	3.0	0.9818181818181818
 LocalEnergy_I1.1_232	-12.3	-17.3	2.3	0.9846153846153846
 LocalEnergy_I1.1_233	-17.4	-9.9	8.0	0.6103896103896104
 LocalEnergy_I1.1_234	-9.0	-14.55	6.6	0.7222222222222222
 LocalEnergy_I1.1_235	-6.7	-10.7	5.2	0.9666666666666667
 LocalEnergy_I1.1_236	-7.25	-6.25	5.8	0.9696969696969696
 LocalEnergy_I1.1_237	-7.6	-20.8	6.3	0.9230769230769231
 LocalEnergy_I1.1_238	-6.45	-11.65	5.1	0.967032967032967
 LocalEnergy_I1.1_239	-10.55	-7.0	4.4	0.7768595041322314
 LocalEnergy_I1.1_23	-14.3	-2.5	6.5	0.8974358974358974
 LocalEnergy_I1.1_240	-9.7	-19.95	1.9	0.9761904761904762
 LocalEnergy_I1.1_241	-9.6	-5.95	7.0	0.6858974358974359
 LocalEnergy_I1.1_242	-13.6	-9.45	4.6	0.9897959183673469
 LocalEnergy_I1.1_243	-11.0	-6.45	4.9	0.8666666666666667
 LocalEnergy_I1.1_244	-9.55	-23.0	4.5	0.9666666666666667
 LocalEnergy_I1.1_245	-7.65	-7.5	4.2	0.9166666666666666
 LocalEnergy_I1.1_246	-18.95	-7.35	7.3	0.9923076923076923
 LocalEnergy_I1.1_247	-17.0	-4.35	4.4	0.6611111111111111
 LocalEnergy_I1.1_248	-4.5	-12.95	3.4	0.9791666666666666
 LocalEnergy_I1.1_249	-2.8	-25.65	7.3	0.7698412698412699
 LocalEnergy_I1.1_24	-6.7	-7.75	4.6	0.6666666666666666
 LocalEnergy_I1.1_250	-17.7	-2.4	2.8	0.9733333333333334
 LocalEnergy_I1.1_251	-8.75	-14.85	4.7	1.0
 LocalEnergy_I1.1_252	-8.05	-11.1	4.2	0.9814814814814814
 LocalEnergy_I1.1_253	-4.3	-5.25	5.6	0.411764705882353
 LocalEnergy_I1.1_254	-4.2	-23.9	6.1	0.4357142857142857
 LocalEnergy_I1.1_255	-4.2	-15.05	4.0	0.9880952380952381
 LocalEnergy_I1.1_256	-4.5	-12.65	5.4	0.8888888888888888
 LocalEnergy_I1.1_257	-19.4	-14.15	1.0	0.9375
 LocalEnergy_I1.1_258	-9.1	-21.4	5.3	0.9055555555555556
 LocalEnergy_I1.1_259	-6.85	-23.15	4.0	0.9107142857142857
 LocalEnergy_I1.1_25	-3.55	-20.55	4.1	0.7559523809523809
 LocalEnergy_I1.1_260	-7.4	-13.2	6.0	0.8246753246753247
 LocalEnergy_I1.1_261	-9.2	-12.25	7.3	0.9461538461538462
 LocalEnergy_I1.1_262	-3.5	-5.4	7.0	0.9333333333333333
 LocalEnergy_I1.1_263	-12.55	-2.2	3.9	0.7416666666666667
 LocalEnergy_I1.1_264	-4.0	-12.3	6.1	0.825
 LocalEnergy_I1.1_265	-12.8	-11.5	3.8	1.0
 LocalEnergy_I1.1_266	-13.4	-9.1	4.6	0.9551282051282052
 LocalEnergy_I1.1_267	-8.5	-4.87	1.0	1.0
 LocalEnergy_I1.1_268	-19.2	-7.45	5.8	0.9553571428571428
 LocalEnergy_I1.1_269	-4.3	-7.0	3.4	0.9326923076923077
 LocalEnergy_I1.1_26	-15.6	-3.7	4.2	0.7703703703703704
 LocalEnergy_I1.1_270	-10.65	-2.4	1.9	1.0
 LocalEnergy_I1.1_271	-2.4	-13.5	5.8	0.8409090909090908
 LocalEnergy_I1.1_272	-1.57	-21.3	3.4	1.0
 LocalEnergy_I1.1_273	-6.7	-8.35	5.6	0.7181818181818181
 LocalEnergy_I1.1_274	-6.5	-10.85	3.9	0.9780219780219781
 LocalEnergy_I1.1_275	-11.75	-5.2	4.6	0.96875
 LocalEnergy_I1.1_276	-6.15	-11.2	3.0	0.9
 LocalEnergy_I1.1_277	-5.6	-4.3	6.8	0.5888888888888889
 LocalEnergy_I1.1_278	-12.7	-15.25	5.4	0.9214285714285715
 LocalEnergy_I1.1_279	-6.1	-17.8	2.5	0.9866666666666668
 LocalEnergy_I1.1_27	-14.5	-3.95	3.0	0.9629629629629629
 LocalEnergy_I1.1_280	-14.85	-2.4	3.9	0.9591836734693877
 LocalEnergy_I1.1_281	-9.55	-13.05	4.6	0.8131868131868132
 LocalEnergy_I1.1_282	-12.2	-18.35	4.6	0.9821428571428572
 LocalEnergy_I1.1_283	-9.95	-6.25	7.0	0.7045454545454545
 LocalEnergy_I1.1_284	-16.45	-7.9	5.8	0.9262820512820513
 LocalEnergy_I1.1_285	-14.4	-8.65	6.5	0.9270833333333333
 LocalEnergy_I1.1_286	-8.05	-11.5	3.3	1.0
 LocalEnergy_I1.1_287	-18.45	-8.1	8.0	0.9415584415584416
 LocalEnergy_I1.1_288	-24.5	-8.35	5.8	1.0
 LocalEnergy_I1.1_289	-32.2	-3.7	1.513	0.8958333333333334
 LocalEnergy_I1.1_28	-16.9	-13.6	7.3	0.9230769230769231
 LocalEnergy_I1.1_290	-8.9	-4.55	4.8	0.88
 LocalEnergy_I1.1_291	-5.45	-2.4	7.3	0.1746031746031746
 LocalEnergy_I1.1_292	-7.8	-14.3	6.1	0.9461538461538461
 LocalEnergy_I1.1_293	-3.55	-3.95	5.1	0.10416666666666666
 LocalEnergy_I1.1_294	-11.0	-5.95	3.9	0.7708333333333334
 LocalEnergy_I1.1_295	-7.25	-5.5	4.6	0.988095238095238
 LocalEnergy_I1.1_296	-2.4	-7.85	4.6	0.8977272727272727
 LocalEnergy_I1.1_297	-9.65	-8.0	5.4	0.8611111111111112
 LocalEnergy_I1.1_298	-11.55	-5.45	6.5	0.5244755244755245
 LocalEnergy_I1.1_299	-6.0	-12.1	3.7	0.9047619047619048
 LocalEnergy_I1.1_29	-2.4	-11.8	4.6	0.9670329670329669
 LocalEnergy_I1.1_2	-10.15	-9.9	6.6	0.9851851851851852
 LocalEnergy_I1.1_300	-10.25	-14.35	5.1	0.7499999999999999
 LocalEnergy_I1.1_301	-7.1	-9.9	7.3	0.9400000000000001
 LocalEnergy_I1.1_302	-16.35	-15.15	2.6	0.8444444444444444
 LocalEnergy_I1.1_303	-5.6	-6.95	7.2	0.9642857142857142
 LocalEnergy_I1.1_304	-7.15	-4.65	6.5	0.8
 LocalEnergy_I1.1_305	-5.1	-16.6	6.1	0.8846153846153847
 LocalEnergy_I1.1_306	-9.9	-4.17	5.2	1.0
 LocalEnergy_I1.1_307	-9.0	-15.85	4.6	0.979591836734694
 LocalEnergy_I1.1_308	-5.5	-14.05	4.6	0.979591836734694
 LocalEnergy_I1.1_309	-16.25	-19.1	3.2	0.9821428571428572
 LocalEnergy_I1.1_30	-2.0	-19.95	5.8	0.7410714285714286
 LocalEnergy_I1.1_310	-12.75	-7.9	4.6	0.7222222222222222
 LocalEnergy_I1.1_311	-7.6	-10.0	4.4	0.8827160493827161
 LocalEnergy_I1.1_312	-5.2	-19.3	4.1	0.8106508875739645
 LocalEnergy_I1.1_313	-2.4	-4.1	6.8	0.4
 LocalEnergy_I1.1_314	-10.15	-8.0	3.3	0.9888888888888889
 LocalEnergy_I1.1_315	-5.0	-3.45	5.3	0.3626373626373627
 LocalEnergy_I1.1_316	-6.0	-5.95	8.0	1.0
 LocalEnergy_I1.1_317	-6.4	-17.25	4.9	0.8999999999999999
 LocalEnergy_I1.1_318	-17.65	-7.6	7.5	0.49242424242424243
 LocalEnergy_I1.1_319	-5.8	-4.75	5.8	0.3666666666666667
 LocalEnergy_I1.1_31	-11.15	-6.5	3.4	0.9340659340659341
 LocalEnergy_I1.1_320	-7.2	-6.5	5.3	0.9711538461538461
 LocalEnergy_I1.1_321	-26.15	-3.5	3.0	0.9625
 LocalEnergy_I1.1_322	-6.4	-5.85	5.5	0.7694444444444445
 LocalEnergy_I1.1_323	-18.05	-4.85	0.813	1.0
 LocalEnergy_I1.1_324	-14.35	-2.4	4.1	0.4871794871794872
 LocalEnergy_I1.1_325	-15.7	-11.2	2.7	1.0
 LocalEnergy_I1.1_326	-7.2	-5.87	4.0	0.46296296296296297
 LocalEnergy_I1.1_327	-4.05	-8.15	4.6	0.75
 LocalEnergy_I1.1_328	-10.5	-18.65	3.4	0.9619047619047619
 LocalEnergy_I1.1_329	-2.2	-6.2	8.2	0.8291666666666666
 LocalEnergy_I1.1_32	-6.25	-13.35	2.0	0.974025974025974
 LocalEnergy_I1.1_330	-10.75	-20.6	1.513	0.9777777777777777
 LocalEnergy_I1.1_331	-17.65	-7.0	5.4	0.9636363636363636
 LocalEnergy_I1.1_332	-6.35	-3.6	4.9	0.7
 LocalEnergy_I1.1_333	-12.4	-15.25	6.3	0.8141025641025641
 LocalEnergy_I1.1_334	-14.65	-6.85	4.1	0.7472527472527473
 LocalEnergy_I1.1_336	-3.3	-19.55	8.2	0.8125
 LocalEnergy_I1.1_337	-8.6	-1.77	5.2	0.9500000000000001
 LocalEnergy_I1.1_338	-5.4	-12.4	5.4	0.6625000000000001
 LocalEnergy_I1.1_339	-8.7	-6.9	6.8	0.8385416666666667
 LocalEnergy_I1.1_33	-5.55	-15.55	7.7	0.8076923076923077
 LocalEnergy_I1.1_340	-7.85	-12.15	5.8	0.9805194805194805
 LocalEnergy_I1.1_341	-6.7	-24.8	3.0	0.9
 LocalEnergy_I1.1_342	-12.05	-2.2	4.3	0.4
 LocalEnergy_I1.1_343	-7.6	-25.0	3.9	0.8482142857142857
 LocalEnergy_I1.1_344	-1.9	-4.2	4.9	0.5555555555555556
 LocalEnergy_I1.1_345	-16.8	-7.8	7.3	0.9076923076923076
 LocalEnergy_I1.1_346	-10.2	-20.0	3.5	0.9444444444444444
 LocalEnergy_I1.1_347	-3.3	-5.55	3.9	0.625
 LocalEnergy_I1.1_348	-10.5	-8.6	3.0	0.9791666666666666
 LocalEnergy_I1.1_349	-18.35	-11.65	2.7	1.0
 LocalEnergy_I1.1_34	-22.3	-9.1	5.6	0.9444444444444444
 LocalEnergy_I1.1_350	-11.1	-10.85	5.1	0.9010989010989011
 LocalEnergy_I1.1_351	-9.3	-7.25	3.2	0.9790209790209791
 LocalEnergy_I1.1_352	-6.27	-4.5	5.3	0.6634615384615384
 LocalEnergy_I1.1_353	-3.65	-13.25	4.6	0.8538461538461539
 LocalEnergy_I1.1_354	-5.6	-5.8	6.8	1.0
 LocalEnergy_I1.1_355	-3.1	-13.65	4.8	0.7333333333333333
 LocalEnergy_I1.1_356	-12.75	-11.85	7.5	0.7678571428571428
 LocalEnergy_I1.1_357	-14.05	-6.15	5.1	0.9285714285714286
 LocalEnergy_I1.1_358	-9.35	-10.05	6.3	0.7727272727272728
 LocalEnergy_I1.1_359	-2.3	-17.6	8.0	0.7230769230769231
 LocalEnergy_I1.1_35	-4.5	-15.15	5.6	0.7166666666666667
 LocalEnergy_I1.1_360	-22.1	-4.7	4.2	0.4444444444444444
 LocalEnergy_I1.1_361	-9.45	-8.55	3.3	1.0
 LocalEnergy_I1.1_362	-6.7	-7.1	6.7	0.4363636363636364
 LocalEnergy_I1.1_363	-7.75	-6.0	5.1	0.6790123456790124
 LocalEnergy_I1.1_364	-25.15	-5.6	5.8	0.6875
 LocalEnergy_I1.1_365	-7.3	-10.75	5.6	0.6198347107438016
 LocalEnergy_I1.1_366	-9.9	-6.85	6.1	0.8181818181818182
 LocalEnergy_I1.1_367	-6.0	-17.0	7.5	0.9679487179487181
 LocalEnergy_I1.1_368	-6.25	-16.6	3.8	0.9358974358974359
 LocalEnergy_I1.1_369	-7.3	-17.55	4.9	0.9487179487179487
 LocalEnergy_I1.1_36	-14.0	-3.45	5.8	0.43269230769230765
 LocalEnergy_I1.1_370	-3.3	-10.85	5.6	0.8522727272727273
 LocalEnergy_I1.1_371	-10.3	-7.5	3.7	0.92
 LocalEnergy_I1.1_372	-10.85	-18.35	3.9	0.9807692307692308
 LocalEnergy_I1.1_373	-7.6	-10.35	5.6	0.8153846153846154
 LocalEnergy_I1.1_374	-14.35	-7.0	5.6	0.7272727272727273
 LocalEnergy_I1.1_375	-18.6	-7.9	3.9	1.0
 LocalEnergy_I1.1_376	-6.9	-7.8	5.6	0.6176470588235294
 LocalEnergy_I1.1_377	-7.25	-12.4	4.4	0.9142857142857143
 LocalEnergy_I1.1_378	-2.9	-6.5	3.3	0.7291666666666666
 LocalEnergy_I1.1_379	-12.65	-2.2	6.5	0.717857142857143
 LocalEnergy_I1.1_37	-2.9	-15.7	4.9	0.8021390374331551
 LocalEnergy_I1.1_380	-8.1	-5.8	5.5	0.5733333333333334
 LocalEnergy_I1.1_381	-17.8	-2.4	6.5	0.8541666666666666
 LocalEnergy_I1.1_382	-20.0	-8.25	6.8	0.9236111111111112
 LocalEnergy_I1.1_383	-4.8	-9.0	5.2	0.9722222222222222
 LocalEnergy_I1.1_384	-17.0	-8.35	5.6	1.0
 LocalEnergy_I1.1_385	-3.4	-5.8	4.1	0.6153846153846154
 LocalEnergy_I1.1_386	-14.15	-2.17	6.3	0.4727272727272727
 LocalEnergy_I1.1_387	-6.7	-10.25	5.8	0.7714285714285714
 LocalEnergy_I1.1_388	-11.35	-5.4	7.5	0.9253246753246753
 LocalEnergy_I1.1_389	-3.75	-3.65	3.5	0.3888888888888889
 LocalEnergy_I1.1_38	-11.45	-11.3	4.6	0.9285714285714286
 LocalEnergy_I1.1_390	-7.7	-2.2	3.7	0.9506172839506173
 LocalEnergy_I1.1_391	-6.15	-3.0	3.9	1.0
 LocalEnergy_I1.1_392	-11.65	-14.35	4.5	0.9888888888888889
 LocalEnergy_I1.1_393	-15.7	-1.5	1.5	0.9
 LocalEnergy_I1.1_394	-15.35	-13.0	3.7	1.0
 LocalEnergy_I1.1_395	-4.05	-7.15	5.6	0.6928104575163399
 LocalEnergy_I1.1_396	-8.1	-15.2	4.9	0.9401709401709402
 LocalEnergy_I1.1_397	-9.95	-15.7	5.1	0.6363636363636364
 LocalEnergy_I1.1_398	-5.8	-19.0	5.8	1.0
 LocalEnergy_I1.1_399	-3.85	-19.95	3.9	0.9017857142857143
 LocalEnergy_I1.1_39	-7.55	-2.8	5.8	0.45192307692307687
 LocalEnergy_I1.1_3	-15.7	-7.0	5.3	0.7857142857142857
 LocalEnergy_I1.1_400	-7.9	-12.4	4.1	0.9428571428571428
 LocalEnergy_I1.1_401	-6.5	-14.15	3.4	0.5641025641025641
 LocalEnergy_I1.1_402	-9.9	-19.2	3.9	0.9940828402366865
 LocalEnergy_I1.1_403	-15.25	-2.3	6.0	0.6222222222222222
 LocalEnergy_I1.1_404	-2.1	-9.95	6.0	0.7777777777777778
 LocalEnergy_I1.1_405	-2.4	-11.95	6.8	0.8925619834710744
 LocalEnergy_I1.1_406	-10.4	-6.9	3.7	1.0
 LocalEnergy_I1.1_407	-2.7	-2.17	4.1	0.32142857142857145
 LocalEnergy_I1.1_408	-2.4	-4.9	7.5	0.7613636363636364
 LocalEnergy_I1.1_409	-17.8	-7.6	6.6	0.9166666666666667
 LocalEnergy_I1.1_40	-3.95	-16.0	7.3	0.9851851851851852
 LocalEnergy_I1.1_410	-9.0	-10.35	3.2	0.9166666666666666
 LocalEnergy_I1.1_411	-5.2	-5.85	5.1	0.8712121212121211
 LocalEnergy_I1.1_412	-6.15	-15.8	4.6	0.9090909090909091
 LocalEnergy_I1.1_413	-10.05	-10.65	5.1	0.9791666666666667
 LocalEnergy_I1.1_414	-8.95	-6.05	6.6	0.7083333333333333
 LocalEnergy_I1.1_415	-15.35	-12.75	3.9	1.0
 LocalEnergy_I1.1_416	-15.7	-6.85	2.5	1.0
 LocalEnergy_I1.1_417	-3.7	-16.8	4.9	0.9416666666666668
 LocalEnergy_I1.1_418	-7.5	-8.25	3.7	0.47530864197530864
 LocalEnergy_I1.1_419	-29.35	-4.2	6.6	0.8650793650793651
 LocalEnergy_I1.1_41	-8.55	-19.3	3.5	0.9658119658119658
 LocalEnergy_I1.1_420	-11.3	-11.95	5.8	0.9821428571428571
 LocalEnergy_I1.1_421	-3.7	-6.9	4.6	0.961038961038961
 LocalEnergy_I1.1_422	-17.6	-8.7	3.9	0.9791666666666666
 LocalEnergy_I1.1_423	-13.35	-9.1	2.7	1.0
 LocalEnergy_I1.1_424	-1.9	-17.35	4.9	0.8777777777777778
 LocalEnergy_I1.1_425	-16.1	-7.3	4.9	1.0
 LocalEnergy_I1.1_426	-5.9	-13.75	3.4	0.9904761904761905
 LocalEnergy_I1.1_427	-15.85	-14.15	3.0	1.0
 LocalEnergy_I1.1_428	-5.6	-4.15	7.5	0.9181818181818182
 LocalEnergy_I1.1_429	-14.2	-5.05	1.4	1.0
 LocalEnergy_I1.1_42	-12.05	-7.6	7.3	0.7571428571428571
 LocalEnergy_I1.1_430	-9.55	-22.95	2.3	0.9777777777777777
 LocalEnergy_I1.1_431	-4.6	-13.5	7.3	0.9682539682539683
 LocalEnergy_I1.1_432	-5.15	-3.1	7.0	0.7264957264957266
 LocalEnergy_I1.1_433	-19.35	-2.8	5.1	0.8333333333333334
 LocalEnergy_I1.1_434	-13.2	-14.3	3.5	0.875
 LocalEnergy_I1.1_435	-13.3	-7.95	7.5	0.8782051282051282
 LocalEnergy_I1.1_436	-8.55	-10.9	4.2	0.8400000000000001
 LocalEnergy_I1.1_437	-4.5	-13.0	8.0	0.775
 LocalEnergy_I1.1_438	-7.55	-8.45	6.1	0.96
 LocalEnergy_I1.1_439	-8.95	-9.55	6.8	1.0
 LocalEnergy_I1.1_43	-9.8	-3.6	6.5	0.6384615384615384
 LocalEnergy_I1.1_440	-7.9	-11.95	2.6	0.9833333333333334
 LocalEnergy_I1.1_441	-9.55	-11.05	4.4	0.97
 LocalEnergy_I1.1_442	-19.85	-3.85	0.813	1.0
 LocalEnergy_I1.1_443	-12.2	-8.05	5.4	0.9916666666666666
 LocalEnergy_I1.1_444	-14.65	-9.05	5.6	1.0
 LocalEnergy_I1.1_445	-8.2	-10.75	3.9	0.7832167832167832
 LocalEnergy_I1.1_446	-13.1	-4.05	5.8	1.0
 LocalEnergy_I1.1_447	-12.85	-5.2	7.7	0.7777777777777778
 LocalEnergy_I1.1_448	-4.4	-8.9	6.8	0.9917355371900827
 LocalEnergy_I1.1_449	-5.95	-13.0	8.0	0.743801652892562
 LocalEnergy_I1.1_44	-5.85	-12.05	3.7	0.7999999999999999
 LocalEnergy_I1.1_450	-9.1	-4.3	7.5	0.6666666666666666
 LocalEnergy_I1.1_451	-7.15	-15.2	3.7	0.9666666666666667
 LocalEnergy_I1.1_452	-9.0	-5.4	5.3	0.6666666666666667
 LocalEnergy_I1.1_453	-14.5	-7.85	3.4	0.9285714285714286
 LocalEnergy_I1.1_454	-11.6	-15.05	4.4	0.9743589743589745
 LocalEnergy_I1.1_455	-30.35	-7.6	4.4	0.8839285714285714
 LocalEnergy_I1.1_456	-14.15	-11.25	5.6	1.0
 LocalEnergy_I1.1_457	-10.65	-15.05	7.5	0.8525641025641025
 LocalEnergy_I1.1_458	-3.85	-2.6	7.3	0.6481481481481481
 LocalEnergy_I1.1_459	-12.15	-4.3	6.1	0.8
 LocalEnergy_I1.1_45	-5.95	-25.7	2.3	0.9047619047619047
 LocalEnergy_I1.1_460	-5.05	-9.85	4.2	0.6176470588235294
 LocalEnergy_I1.1_461	-9.8	-5.65	7.3	0.8222222222222222
 LocalEnergy_I1.1_462	-18.2	-18.15	2.3	0.984375
 LocalEnergy_I1.1_463	-6.35	-9.4	3.4	0.9583333333333334
 LocalEnergy_I1.1_464	-10.0	-5.85	4.9	0.9610389610389611
 LocalEnergy_I1.1_465	-6.7	-27.6	1.513	0.6979166666666666
 LocalEnergy_I1.1_466	-8.6	-2.0	5.3	0.25
 LocalEnergy_I1.1_467	-16.2	-8.25	5.8	1.0
 LocalEnergy_I1.1_468	-6.15	-8.9	6.3	0.972027972027972
 LocalEnergy_I1.1_469	-6.05	-8.5	2.1	0.7272727272727273
 LocalEnergy_I1.1_46	-8.9	-10.2	5.8	1.0
 LocalEnergy_I1.1_470	-9.25	-11.9	4.4	0.6969696969696969
 LocalEnergy_I1.1_471	-9.0	-3.55	3.0	0.875
 LocalEnergy_I1.1_472	-9.55	-25.65	1.8	1.0
 LocalEnergy_I1.1_473	-17.95	-10.85	2.3	1.0
 LocalEnergy_I1.1_474	-6.7	-12.2	5.8	0.9897959183673469
 LocalEnergy_I1.1_475	-6.9	-9.8	6.0	0.8666666666666667
 LocalEnergy_I1.1_476	-8.8	-19.0	5.1	0.980952380952381
 LocalEnergy_I1.1_477	-5.85	-8.5	4.9	0.9316239316239316
 LocalEnergy_I1.1_478	-18.7	-7.25	2.3	0.9230769230769231
 LocalEnergy_I1.1_479	-7.3	-3.3	3.4	0.2517482517482518
 LocalEnergy_I1.1_47	-3.8	-12.55	4.0	0.7666666666666666
 LocalEnergy_I1.1_480	-5.85	-6.3	3.3	1.0
 LocalEnergy_I1.1_481	-4.2	-6.7	3.3	0.9166666666666667
 LocalEnergy_I1.1_482	-7.15	-12.85	6.3	0.9696969696969697
 LocalEnergy_I1.1_483	-9.0	-13.6	4.2	0.6041666666666666
 LocalEnergy_I1.1_484	-9.1	-11.75	3.5	0.875
 LocalEnergy_I1.1_485	-12.4	-8.25	4.4	0.8888888888888888
 LocalEnergy_I1.1_486	-17.65	-6.15	5.6	0.8525641025641025
 LocalEnergy_I1.1_487	-13.4	-21.05	3.0	0.984375
 LocalEnergy_I1.1_488	-11.2	-8.55	4.8	0.6153846153846154
 LocalEnergy_I1.1_489	-17.3	-13.3	6.1	0.9848484848484849
 LocalEnergy_I1.1_48	-7.75	-7.25	7.5	0.736111111111111
 LocalEnergy_I1.1_490	-4.6	-16.3	4.2	0.8395061728395061
 LocalEnergy_I1.1_491	-8.5	-5.8	6.1	0.8282828282828283
 LocalEnergy_I1.1_492	-17.65	-3.3	3.7	0.8928571428571428
 LocalEnergy_I1.1_493	-9.45	-10.1	4.5	0.9404761904761905
 LocalEnergy_I1.1_494	-10.85	-11.5	5.1	0.7767857142857142
 LocalEnergy_I1.1_495	-7.55	-25.1	3.5	0.9925925925925926
 LocalEnergy_I1.1_496	-13.6	-5.3	3.9	0.9897959183673469
 LocalEnergy_I1.1_497	-6.0	-3.95	3.4	0.5
 LocalEnergy_I1.1_498	-9.35	-19.9	2.7	0.9711538461538463
 LocalEnergy_I1.1_499	-14.95	-6.0	4.6	0.7692307692307693
 LocalEnergy_I1.1_49	-6.35	-15.95	6.0	0.6964285714285714
 LocalEnergy_I1.1_4	-6.35	-4.05	4.9	0.42647058823529416
 LocalEnergy_I1.1_500	-18.6	-6.85	3.0	1.0
 LocalEnergy_I1.1_501	-16.75	-11.45	4.5	0.9375
 LocalEnergy_I1.1_502	-4.15	-11.8	3.2	0.9545454545454545
 LocalEnergy_I1.1_503	-5.2	-11.75	5.6	0.8333333333333333
 LocalEnergy_I1.1_504	-12.15	-10.2	4.2	1.0
 LocalEnergy_I1.1_505	-9.55	-5.85	4.5	1.0
 LocalEnergy_I1.1_506	-1.8	-5.7	8.0	0.9909090909090909
 LocalEnergy_I1.1_507	-15.05	-13.45	5.8	0.9591836734693878
 LocalEnergy_I1.1_508	-3.3	-8.9	3.7	0.9523809523809523
 LocalEnergy_I1.1_509	-9.25	-13.95	3.7	0.9629629629629629
 LocalEnergy_I1.1_50	-7.9	-18.85	4.2	1.0
