rna_name	rna_ID	rna_type
bpRNA_CRW_28474	28474	tRNA
bpRNA_CRW_28475	28475	tRNA
bpRNA_CRW_28476	28476	tRNA
bpRNA_CRW_28477	28477	tRNA
bpRNA_CRW_28478	28478	tRNA
bpRNA_CRW_28479	28479	tRNA
bpRNA_CRW_28480	28480	tRNA
bpRNA_CRW_28481	28481	tRNA
bpRNA_CRW_28482	28482	tRNA
bpRNA_CRW_28483	28483	tRNA
bpRNA_CRW_28484	28484	tRNA
bpRNA_CRW_28485	28485	tRNA
bpRNA_CRW_28486	28486	tRNA
bpRNA_CRW_28487	28487	tRNA
bpRNA_CRW_28488	28488	tRNA
bpRNA_CRW_28489	28489	tRNA
bpRNA_CRW_28490	28490	tRNA
bpRNA_CRW_28491	28491	tRNA
bpRNA_CRW_28492	28492	tRNA
bpRNA_CRW_28493	28493	tRNA
bpRNA_CRW_28494	28494	tRNA
bpRNA_CRW_28495	28495	tRNA
bpRNA_CRW_28496	28496	tRNA
bpRNA_CRW_28497	28497	tRNA
bpRNA_CRW_28498	28498	tRNA
bpRNA_CRW_28499	28499	tRNA
bpRNA_CRW_28500	28500	tRNA
bpRNA_CRW_28501	28501	tRNA
bpRNA_CRW_28502	28502	tRNA
bpRNA_CRW_28503	28503	tRNA
bpRNA_CRW_28504	28504	tRNA
bpRNA_CRW_28505	28505	tRNA
bpRNA_CRW_28506	28506	tRNA
bpRNA_CRW_28507	28507	tRNA
bpRNA_CRW_28508	28508	tRNA
bpRNA_CRW_28509	28509	tRNA
bpRNA_CRW_28510	28510	tRNA
bpRNA_CRW_28511	28511	tRNA
bpRNA_CRW_28512	28512	tRNA
bpRNA_CRW_28513	28513	tRNA
bpRNA_CRW_28514	28514	tRNA
bpRNA_CRW_28515	28515	tRNA
bpRNA_CRW_28516	28516	tRNA
bpRNA_CRW_28517	28517	tRNA
bpRNA_CRW_28518	28518	tRNA
bpRNA_CRW_28519	28519	tRNA
bpRNA_CRW_28520	28520	tRNA
bpRNA_CRW_28521	28521	tRNA
bpRNA_CRW_28522	28522	tRNA
bpRNA_CRW_28523	28523	tRNA
bpRNA_CRW_28524	28524	tRNA
bpRNA_CRW_28525	28525	tRNA
bpRNA_CRW_28526	28526	tRNA
bpRNA_CRW_28527	28527	tRNA
bpRNA_CRW_28528	28528	tRNA
bpRNA_CRW_28529	28529	tRNA
bpRNA_CRW_28530	28530	tRNA
bpRNA_CRW_28531	28531	tRNA
bpRNA_CRW_28532	28532	tRNA
bpRNA_CRW_28533	28533	tRNA
bpRNA_CRW_28534	28534	tRNA
bpRNA_CRW_28535	28535	tRNA
bpRNA_CRW_28536	28536	tRNA
bpRNA_CRW_28537	28537	tRNA
bpRNA_CRW_28538	28538	tRNA
bpRNA_CRW_28539	28539	tRNA
bpRNA_CRW_28540	28540	tRNA
bpRNA_CRW_28541	28541	tRNA
bpRNA_CRW_28542	28542	tRNA
bpRNA_CRW_28543	28543	tRNA
bpRNA_CRW_28544	28544	tRNA
bpRNA_CRW_28545	28545	tRNA
bpRNA_CRW_28546	28546	tRNA
bpRNA_CRW_28547	28547	tRNA
bpRNA_CRW_28548	28548	tRNA
bpRNA_CRW_28549	28549	tRNA
bpRNA_CRW_28550	28550	tRNA
bpRNA_CRW_28551	28551	tRNA
bpRNA_CRW_28552	28552	tRNA
bpRNA_CRW_28553	28553	tRNA
bpRNA_CRW_28554	28554	tRNA
bpRNA_CRW_28555	28555	tRNA
bpRNA_CRW_28556	28556	tRNA
bpRNA_CRW_28557	28557	tRNA
bpRNA_CRW_28558	28558	tRNA
bpRNA_CRW_28559	28559	tRNA
bpRNA_CRW_28560	28560	tRNA
bpRNA_CRW_28561	28561	tRNA
bpRNA_CRW_28562	28562	tRNA
bpRNA_CRW_28563	28563	tRNA
bpRNA_CRW_28564	28564	tRNA
bpRNA_CRW_28565	28565	tRNA
bpRNA_CRW_28566	28566	tRNA
bpRNA_CRW_28567	28567	tRNA
bpRNA_CRW_28568	28568	tRNA
bpRNA_CRW_28569	28569	tRNA
bpRNA_CRW_28570	28570	tRNA
bpRNA_CRW_28571	28571	tRNA
bpRNA_CRW_28572	28572	tRNA
bpRNA_CRW_28573	28573	tRNA
bpRNA_CRW_28574	28574	tRNA
bpRNA_CRW_28575	28575	tRNA
bpRNA_CRW_28576	28576	tRNA
bpRNA_CRW_28577	28577	tRNA
bpRNA_CRW_28578	28578	tRNA
bpRNA_CRW_28579	28579	tRNA
bpRNA_CRW_28580	28580	tRNA
bpRNA_CRW_28581	28581	tRNA
bpRNA_CRW_28582	28582	tRNA
bpRNA_CRW_28583	28583	tRNA
bpRNA_CRW_28584	28584	tRNA
bpRNA_CRW_28585	28585	tRNA
bpRNA_CRW_28586	28586	tRNA
bpRNA_CRW_28587	28587	tRNA
bpRNA_CRW_28588	28588	tRNA
bpRNA_CRW_28589	28589	tRNA
bpRNA_CRW_28590	28590	tRNA
bpRNA_CRW_28591	28591	tRNA
bpRNA_CRW_28592	28592	tRNA
bpRNA_CRW_28593	28593	tRNA
bpRNA_CRW_28594	28594	tRNA
bpRNA_CRW_28595	28595	tRNA
bpRNA_CRW_28596	28596	tRNA
bpRNA_CRW_28597	28597	tRNA
bpRNA_CRW_28598	28598	tRNA
bpRNA_CRW_28599	28599	tRNA
bpRNA_CRW_28600	28600	tRNA
bpRNA_CRW_28601	28601	tRNA
bpRNA_CRW_28602	28602	tRNA
bpRNA_CRW_28603	28603	tRNA
bpRNA_CRW_28604	28604	tRNA
bpRNA_CRW_28605	28605	tRNA
bpRNA_CRW_28606	28606	tRNA
bpRNA_CRW_28607	28607	tRNA
bpRNA_CRW_28608	28608	tRNA
bpRNA_CRW_28609	28609	tRNA
bpRNA_CRW_28610	28610	tRNA
bpRNA_CRW_28611	28611	tRNA
bpRNA_CRW_28612	28612	tRNA
bpRNA_CRW_28613	28613	tRNA
bpRNA_CRW_28614	28614	tRNA
bpRNA_CRW_28615	28615	tRNA
bpRNA_CRW_28616	28616	tRNA
bpRNA_CRW_28617	28617	tRNA
bpRNA_CRW_28618	28618	tRNA
bpRNA_CRW_28619	28619	tRNA
bpRNA_CRW_28620	28620	tRNA
bpRNA_CRW_28621	28621	tRNA
bpRNA_CRW_28622	28622	tRNA
bpRNA_CRW_28623	28623	tRNA
bpRNA_CRW_28624	28624	tRNA
bpRNA_CRW_28625	28625	tRNA
bpRNA_CRW_28626	28626	tRNA
bpRNA_CRW_28627	28627	tRNA
bpRNA_CRW_28628	28628	tRNA
bpRNA_CRW_28629	28629	tRNA
bpRNA_CRW_28630	28630	tRNA
bpRNA_CRW_28631	28631	tRNA
bpRNA_CRW_28632	28632	tRNA
bpRNA_CRW_28633	28633	tRNA
bpRNA_CRW_28634	28634	tRNA
bpRNA_CRW_28635	28635	tRNA
bpRNA_CRW_28636	28636	tRNA
bpRNA_CRW_28637	28637	tRNA
bpRNA_CRW_28638	28638	tRNA
bpRNA_CRW_28639	28639	tRNA
bpRNA_CRW_28640	28640	tRNA
bpRNA_CRW_28641	28641	tRNA
bpRNA_CRW_28642	28642	tRNA
bpRNA_CRW_28643	28643	tRNA
bpRNA_CRW_28644	28644	tRNA
bpRNA_CRW_28645	28645	tRNA
bpRNA_CRW_28646	28646	tRNA
bpRNA_CRW_28647	28647	tRNA
bpRNA_CRW_28648	28648	tRNA
bpRNA_CRW_28649	28649	tRNA
bpRNA_CRW_28650	28650	tRNA
bpRNA_CRW_28651	28651	tRNA
bpRNA_CRW_28652	28652	tRNA
bpRNA_CRW_28653	28653	tRNA
bpRNA_CRW_28654	28654	tRNA
bpRNA_CRW_28655	28655	tRNA
bpRNA_CRW_28656	28656	tRNA
bpRNA_CRW_28657	28657	tRNA
bpRNA_CRW_28658	28658	tRNA
bpRNA_CRW_28659	28659	tRNA
bpRNA_CRW_28660	28660	tRNA
bpRNA_CRW_28661	28661	tRNA
bpRNA_CRW_28662	28662	tRNA
bpRNA_CRW_28663	28663	tRNA
bpRNA_CRW_28664	28664	tRNA
bpRNA_CRW_28665	28665	tRNA
bpRNA_CRW_28666	28666	tRNA
bpRNA_CRW_28667	28667	tRNA
bpRNA_CRW_28668	28668	tRNA
bpRNA_CRW_28669	28669	tRNA
bpRNA_CRW_28670	28670	tRNA
bpRNA_CRW_28671	28671	tRNA
bpRNA_CRW_28672	28672	tRNA
bpRNA_CRW_28673	28673	tRNA
bpRNA_CRW_28674	28674	tRNA
bpRNA_CRW_28675	28675	tRNA
bpRNA_CRW_28676	28676	tRNA
bpRNA_CRW_28677	28677	tRNA
bpRNA_CRW_28678	28678	tRNA
bpRNA_CRW_28679	28679	tRNA
bpRNA_CRW_28680	28680	tRNA
bpRNA_CRW_28681	28681	tRNA
bpRNA_CRW_28682	28682	tRNA
bpRNA_CRW_28683	28683	tRNA
bpRNA_CRW_28684	28684	tRNA
bpRNA_CRW_28685	28685	tRNA
bpRNA_CRW_28686	28686	tRNA
bpRNA_CRW_28687	28687	tRNA
bpRNA_CRW_28688	28688	tRNA
bpRNA_CRW_28689	28689	tRNA
bpRNA_CRW_28690	28690	tRNA
bpRNA_CRW_28691	28691	tRNA
bpRNA_CRW_28692	28692	tRNA
bpRNA_CRW_28693	28693	tRNA
bpRNA_CRW_28694	28694	tRNA
bpRNA_CRW_28695	28695	tRNA
bpRNA_CRW_28696	28696	tRNA
bpRNA_CRW_28697	28697	tRNA
bpRNA_CRW_28698	28698	tRNA
bpRNA_CRW_28699	28699	tRNA
bpRNA_CRW_28700	28700	tRNA
bpRNA_CRW_28701	28701	tRNA
bpRNA_CRW_28702	28702	tRNA
bpRNA_CRW_28703	28703	tRNA
bpRNA_CRW_28704	28704	tRNA
bpRNA_CRW_28705	28705	tRNA
bpRNA_CRW_28706	28706	tRNA
bpRNA_CRW_28707	28707	tRNA
bpRNA_CRW_28708	28708	tRNA
bpRNA_CRW_28709	28709	tRNA
bpRNA_CRW_28710	28710	tRNA
bpRNA_CRW_28711	28711	tRNA
bpRNA_CRW_28712	28712	tRNA
bpRNA_CRW_28713	28713	tRNA
bpRNA_CRW_28714	28714	tRNA
bpRNA_CRW_28715	28715	tRNA
bpRNA_CRW_28716	28716	tRNA
bpRNA_CRW_28717	28717	tRNA
bpRNA_CRW_28718	28718	tRNA
bpRNA_CRW_28719	28719	tRNA
bpRNA_CRW_28720	28720	tRNA
bpRNA_CRW_28721	28721	tRNA
bpRNA_CRW_28722	28722	tRNA
bpRNA_CRW_28723	28723	tRNA
bpRNA_CRW_28724	28724	tRNA
bpRNA_CRW_28725	28725	tRNA
bpRNA_CRW_28726	28726	tRNA
bpRNA_CRW_28727	28727	tRNA
bpRNA_CRW_28728	28728	tRNA
bpRNA_CRW_28729	28729	tRNA
bpRNA_CRW_28730	28730	tRNA
bpRNA_CRW_28731	28731	tRNA
bpRNA_CRW_28732	28732	tRNA
bpRNA_CRW_28733	28733	tRNA
bpRNA_CRW_28734	28734	tRNA
bpRNA_CRW_28735	28735	tRNA
bpRNA_CRW_28736	28736	tRNA
bpRNA_CRW_28737	28737	tRNA
bpRNA_CRW_28738	28738	tRNA
bpRNA_CRW_28739	28739	tRNA
bpRNA_CRW_28740	28740	tRNA
bpRNA_CRW_28741	28741	tRNA
bpRNA_CRW_28742	28742	tRNA
bpRNA_CRW_28743	28743	tRNA
bpRNA_CRW_28744	28744	tRNA
bpRNA_CRW_28745	28745	tRNA
bpRNA_CRW_28746	28746	tRNA
bpRNA_CRW_28747	28747	tRNA
bpRNA_CRW_28748	28748	tRNA
bpRNA_CRW_28749	28749	tRNA
bpRNA_CRW_28750	28750	tRNA
bpRNA_CRW_28751	28751	tRNA
bpRNA_CRW_28752	28752	tRNA
bpRNA_CRW_28753	28753	tRNA
bpRNA_CRW_28754	28754	tRNA
bpRNA_CRW_28755	28755	tRNA
bpRNA_CRW_28756	28756	tRNA
bpRNA_CRW_28757	28757	tRNA
bpRNA_CRW_28758	28758	tRNA
bpRNA_CRW_28759	28759	tRNA
bpRNA_CRW_28760	28760	tRNA
bpRNA_CRW_28761	28761	tRNA
bpRNA_CRW_28762	28762	tRNA
bpRNA_CRW_28763	28763	tRNA
bpRNA_CRW_28764	28764	tRNA
bpRNA_CRW_28765	28765	tRNA
bpRNA_CRW_28766	28766	tRNA
bpRNA_CRW_28767	28767	tRNA
bpRNA_CRW_28768	28768	tRNA
bpRNA_CRW_28769	28769	tRNA
bpRNA_CRW_28770	28770	tRNA
bpRNA_CRW_28771	28771	tRNA
bpRNA_CRW_28772	28772	tRNA
bpRNA_CRW_28773	28773	tRNA
bpRNA_CRW_28774	28774	tRNA
bpRNA_CRW_28775	28775	tRNA
bpRNA_CRW_28776	28776	tRNA
bpRNA_CRW_28777	28777	tRNA
bpRNA_CRW_28778	28778	tRNA
bpRNA_CRW_28779	28779	tRNA
bpRNA_CRW_28780	28780	tRNA
bpRNA_CRW_28781	28781	tRNA
bpRNA_CRW_28782	28782	tRNA
bpRNA_CRW_28783	28783	tRNA
bpRNA_CRW_28784	28784	tRNA
bpRNA_CRW_28785	28785	tRNA
bpRNA_CRW_28786	28786	tRNA
bpRNA_CRW_28787	28787	tRNA
bpRNA_CRW_28788	28788	tRNA
bpRNA_CRW_28789	28789	tRNA
bpRNA_CRW_28790	28790	tRNA
bpRNA_CRW_28791	28791	tRNA
bpRNA_CRW_28792	28792	tRNA
bpRNA_CRW_28793	28793	tRNA
bpRNA_CRW_28794	28794	tRNA
bpRNA_CRW_28795	28795	tRNA
bpRNA_CRW_28796	28796	tRNA
bpRNA_CRW_28797	28797	tRNA
bpRNA_CRW_28798	28798	tRNA
bpRNA_CRW_28799	28799	tRNA
bpRNA_CRW_28800	28800	tRNA
bpRNA_CRW_28801	28801	tRNA
bpRNA_CRW_28802	28802	tRNA
bpRNA_CRW_28803	28803	tRNA
bpRNA_CRW_28804	28804	tRNA
bpRNA_CRW_28805	28805	tRNA
bpRNA_CRW_28806	28806	tRNA
bpRNA_CRW_28807	28807	tRNA
bpRNA_CRW_28808	28808	tRNA
bpRNA_CRW_28809	28809	tRNA
bpRNA_CRW_28810	28810	tRNA
bpRNA_CRW_28811	28811	tRNA
bpRNA_CRW_28812	28812	tRNA
bpRNA_CRW_28813	28813	tRNA
bpRNA_CRW_28814	28814	tRNA
bpRNA_CRW_28815	28815	tRNA
bpRNA_CRW_28816	28816	tRNA
bpRNA_CRW_28817	28817	tRNA
bpRNA_CRW_28818	28818	tRNA
bpRNA_CRW_28819	28819	tRNA
bpRNA_CRW_28820	28820	tRNA
bpRNA_CRW_28821	28821	tRNA
bpRNA_CRW_28822	28822	tRNA
bpRNA_CRW_28823	28823	tRNA
bpRNA_CRW_28824	28824	tRNA
bpRNA_CRW_28825	28825	tRNA
bpRNA_CRW_28826	28826	tRNA
bpRNA_CRW_28827	28827	tRNA
bpRNA_CRW_28828	28828	tRNA
bpRNA_CRW_28829	28829	tRNA
bpRNA_CRW_28830	28830	tRNA
bpRNA_CRW_28831	28831	tRNA
bpRNA_CRW_28832	28832	tRNA
bpRNA_CRW_28833	28833	tRNA
bpRNA_CRW_28834	28834	tRNA
bpRNA_CRW_28835	28835	tRNA
bpRNA_CRW_28836	28836	tRNA
bpRNA_CRW_28837	28837	tRNA
bpRNA_CRW_28838	28838	tRNA
bpRNA_CRW_28839	28839	tRNA
bpRNA_CRW_28840	28840	tRNA
bpRNA_CRW_28841	28841	tRNA
bpRNA_CRW_28842	28842	tRNA
bpRNA_CRW_28843	28843	tRNA
bpRNA_CRW_28844	28844	tRNA
bpRNA_CRW_28845	28845	tRNA
bpRNA_CRW_28846	28846	tRNA
bpRNA_CRW_28847	28847	tRNA
bpRNA_CRW_28848	28848	tRNA
bpRNA_CRW_28849	28849	tRNA
bpRNA_CRW_28850	28850	tRNA
bpRNA_CRW_28851	28851	tRNA
bpRNA_CRW_28852	28852	tRNA
bpRNA_CRW_28853	28853	tRNA
bpRNA_CRW_28854	28854	tRNA
bpRNA_CRW_28855	28855	tRNA
bpRNA_CRW_28856	28856	tRNA
bpRNA_CRW_28857	28857	tRNA
bpRNA_CRW_28858	28858	tRNA
bpRNA_CRW_28859	28859	tRNA
bpRNA_CRW_28860	28860	tRNA
bpRNA_CRW_28861	28861	tRNA
bpRNA_CRW_28862	28862	tRNA
bpRNA_CRW_28863	28863	tRNA
bpRNA_CRW_28864	28864	tRNA
bpRNA_CRW_28865	28865	tRNA
bpRNA_CRW_28866	28866	tRNA
bpRNA_CRW_28867	28867	tRNA
bpRNA_CRW_28868	28868	tRNA
bpRNA_CRW_28869	28869	tRNA
bpRNA_CRW_28870	28870	tRNA
bpRNA_CRW_28871	28871	tRNA
bpRNA_CRW_28872	28872	tRNA
bpRNA_CRW_28873	28873	tRNA
bpRNA_CRW_28874	28874	tRNA
bpRNA_CRW_28875	28875	tRNA
bpRNA_CRW_28876	28876	tRNA
bpRNA_CRW_28877	28877	tRNA
bpRNA_CRW_28878	28878	tRNA
bpRNA_CRW_28879	28879	tRNA
bpRNA_CRW_28880	28880	tRNA
bpRNA_CRW_28881	28881	tRNA
bpRNA_CRW_28882	28882	tRNA
bpRNA_CRW_28883	28883	tRNA
bpRNA_CRW_28884	28884	tRNA
bpRNA_CRW_28885	28885	tRNA
bpRNA_CRW_28886	28886	tRNA
bpRNA_CRW_28887	28887	tRNA
bpRNA_CRW_28888	28888	tRNA
bpRNA_CRW_28889	28889	tRNA
bpRNA_CRW_28890	28890	tRNA
bpRNA_CRW_28891	28891	tRNA
bpRNA_CRW_28892	28892	tRNA
bpRNA_CRW_28893	28893	tRNA
bpRNA_CRW_28894	28894	tRNA
bpRNA_CRW_28895	28895	tRNA
bpRNA_CRW_28896	28896	tRNA
bpRNA_CRW_28897	28897	tRNA
bpRNA_CRW_28898	28898	tRNA
bpRNA_CRW_28899	28899	tRNA
bpRNA_CRW_28900	28900	tRNA
bpRNA_CRW_28901	28901	tRNA
bpRNA_CRW_28902	28902	tRNA
bpRNA_CRW_28903	28903	tRNA
bpRNA_CRW_28904	28904	tRNA
bpRNA_CRW_28905	28905	tRNA
bpRNA_CRW_28906	28906	tRNA
bpRNA_CRW_28907	28907	tRNA
bpRNA_CRW_28908	28908	tRNA
bpRNA_CRW_28909	28909	tRNA
bpRNA_CRW_28910	28910	tRNA
bpRNA_CRW_28911	28911	tRNA
bpRNA_CRW_28912	28912	tRNA
bpRNA_CRW_28913	28913	tRNA
bpRNA_CRW_28914	28914	tRNA
bpRNA_CRW_28915	28915	tRNA
bpRNA_CRW_28916	28916	tRNA
bpRNA_CRW_28917	28917	tRNA
bpRNA_CRW_28918	28918	tRNA
bpRNA_CRW_28919	28919	tRNA
bpRNA_CRW_28920	28920	tRNA
bpRNA_CRW_28921	28921	tRNA
bpRNA_CRW_28922	28922	tRNA
bpRNA_CRW_28923	28923	tRNA
bpRNA_CRW_28924	28924	tRNA
bpRNA_CRW_28925	28925	tRNA
bpRNA_CRW_28926	28926	tRNA
bpRNA_CRW_28927	28927	tRNA
bpRNA_CRW_28928	28928	tRNA
bpRNA_CRW_28929	28929	tRNA
bpRNA_CRW_28930	28930	tRNA
bpRNA_CRW_28931	28931	tRNA
bpRNA_CRW_28932	28932	tRNA
bpRNA_CRW_28933	28933	tRNA
bpRNA_CRW_28934	28934	tRNA
bpRNA_CRW_28935	28935	tRNA
bpRNA_CRW_28936	28936	tRNA
bpRNA_CRW_28937	28937	tRNA
bpRNA_CRW_28938	28938	tRNA
bpRNA_CRW_28939	28939	tRNA
bpRNA_CRW_28940	28940	tRNA
bpRNA_CRW_28941	28941	tRNA
bpRNA_CRW_28942	28942	tRNA
bpRNA_CRW_28943	28943	tRNA
bpRNA_CRW_28944	28944	tRNA
bpRNA_CRW_28945	28945	tRNA
bpRNA_CRW_28946	28946	tRNA
bpRNA_CRW_28947	28947	tRNA
bpRNA_CRW_28948	28948	tRNA
bpRNA_CRW_28949	28949	tRNA
bpRNA_CRW_28950	28950	tRNA
bpRNA_CRW_28951	28951	tRNA
bpRNA_CRW_28952	28952	tRNA
bpRNA_CRW_28953	28953	tRNA
bpRNA_CRW_28954	28954	tRNA
bpRNA_CRW_28955	28955	tRNA
bpRNA_CRW_28956	28956	tRNA
bpRNA_CRW_28957	28957	tRNA
bpRNA_CRW_28958	28958	tRNA
bpRNA_CRW_28959	28959	tRNA
bpRNA_CRW_28960	28960	tRNA
bpRNA_CRW_28961	28961	tRNA
bpRNA_CRW_28962	28962	tRNA
bpRNA_CRW_28963	28963	tRNA
bpRNA_CRW_28964	28964	tRNA
bpRNA_CRW_28965	28965	tRNA
bpRNA_CRW_28966	28966	tRNA
bpRNA_CRW_28967	28967	tRNA
bpRNA_CRW_28968	28968	tRNA
bpRNA_CRW_28969	28969	tRNA
bpRNA_CRW_28970	28970	tRNA
bpRNA_CRW_28971	28971	tRNA
bpRNA_CRW_28972	28972	tRNA
bpRNA_CRW_28973	28973	tRNA
bpRNA_CRW_28974	28974	tRNA
bpRNA_CRW_28975	28975	tRNA
bpRNA_CRW_28976	28976	tRNA
bpRNA_CRW_28977	28977	tRNA
bpRNA_CRW_28978	28978	tRNA
bpRNA_CRW_28979	28979	tRNA
bpRNA_CRW_28980	28980	tRNA
bpRNA_CRW_28981	28981	tRNA
bpRNA_CRW_28982	28982	tRNA
bpRNA_CRW_28983	28983	tRNA
bpRNA_CRW_28984	28984	tRNA
bpRNA_CRW_28985	28985	tRNA
bpRNA_CRW_28986	28986	tRNA
bpRNA_CRW_28987	28987	tRNA
bpRNA_CRW_28988	28988	tRNA
bpRNA_CRW_28989	28989	tRNA
bpRNA_CRW_28990	28990	tRNA
bpRNA_CRW_28991	28991	tRNA
bpRNA_CRW_28992	28992	tRNA
bpRNA_CRW_28993	28993	tRNA
bpRNA_CRW_28994	28994	tRNA
bpRNA_CRW_28995	28995	tRNA
bpRNA_CRW_28996	28996	tRNA
bpRNA_CRW_28997	28997	tRNA
bpRNA_CRW_28998	28998	tRNA
bpRNA_CRW_28999	28999	tRNA
bpRNA_CRW_29000	29000	tRNA
bpRNA_CRW_29001	29001	tRNA
bpRNA_CRW_29002	29002	tRNA
bpRNA_CRW_29003	29003	tRNA
bpRNA_CRW_29004	29004	tRNA
bpRNA_CRW_29005	29005	tRNA
bpRNA_CRW_29006	29006	tRNA
bpRNA_CRW_29007	29007	tRNA
bpRNA_CRW_29008	29008	tRNA
bpRNA_CRW_29009	29009	tRNA
bpRNA_CRW_29010	29010	tRNA
bpRNA_CRW_29011	29011	tRNA
bpRNA_CRW_29012	29012	tRNA
bpRNA_CRW_29013	29013	tRNA
bpRNA_CRW_29014	29014	tRNA
bpRNA_CRW_29015	29015	tRNA
bpRNA_CRW_29016	29016	tRNA
bpRNA_CRW_29017	29017	tRNA
bpRNA_CRW_29018	29018	tRNA
bpRNA_CRW_29019	29019	tRNA
bpRNA_CRW_29020	29020	tRNA
bpRNA_CRW_29021	29021	tRNA
bpRNA_CRW_29022	29022	tRNA
bpRNA_CRW_29023	29023	tRNA
bpRNA_CRW_29024	29024	tRNA
bpRNA_CRW_29025	29025	tRNA
bpRNA_CRW_29026	29026	tRNA
bpRNA_CRW_29027	29027	tRNA
bpRNA_CRW_29028	29028	tRNA
bpRNA_CRW_29029	29029	tRNA
bpRNA_CRW_29030	29030	tRNA
bpRNA_CRW_29031	29031	tRNA
bpRNA_CRW_29032	29032	tRNA
bpRNA_CRW_29033	29033	tRNA
bpRNA_CRW_29034	29034	tRNA
bpRNA_CRW_29035	29035	tRNA
bpRNA_CRW_29036	29036	tRNA
bpRNA_CRW_29037	29037	tRNA
bpRNA_CRW_29038	29038	tRNA
bpRNA_CRW_29039	29039	tRNA
bpRNA_CRW_29040	29040	tRNA
bpRNA_CRW_29041	29041	tRNA
bpRNA_CRW_29042	29042	tRNA
bpRNA_CRW_29043	29043	tRNA
bpRNA_CRW_29044	29044	tRNA
bpRNA_CRW_29045	29045	tRNA
bpRNA_CRW_29046	29046	tRNA
bpRNA_CRW_29047	29047	tRNA
bpRNA_CRW_29048	29048	tRNA
bpRNA_CRW_29049	29049	tRNA
bpRNA_CRW_29050	29050	tRNA
bpRNA_CRW_29051	29051	tRNA
bpRNA_CRW_29052	29052	tRNA
bpRNA_CRW_29053	29053	tRNA
bpRNA_CRW_29054	29054	tRNA
bpRNA_CRW_29055	29055	tRNA
bpRNA_CRW_29056	29056	tRNA
bpRNA_CRW_29057	29057	tRNA
bpRNA_CRW_29058	29058	tRNA
bpRNA_CRW_29059	29059	tRNA
bpRNA_CRW_29060	29060	tRNA
bpRNA_CRW_29061	29061	tRNA
bpRNA_CRW_29062	29062	tRNA
bpRNA_CRW_29063	29063	tRNA
bpRNA_CRW_29064	29064	tRNA
bpRNA_CRW_29065	29065	tRNA
bpRNA_CRW_29066	29066	tRNA
bpRNA_CRW_29067	29067	tRNA
bpRNA_CRW_29068	29068	tRNA
bpRNA_CRW_29069	29069	tRNA
bpRNA_CRW_29070	29070	tRNA
bpRNA_CRW_29071	29071	tRNA
bpRNA_CRW_29072	29072	tRNA
bpRNA_CRW_29073	29073	tRNA
bpRNA_CRW_29074	29074	tRNA
bpRNA_CRW_29075	29075	tRNA
bpRNA_CRW_29076	29076	tRNA
bpRNA_CRW_29077	29077	tRNA
bpRNA_CRW_29078	29078	tRNA
bpRNA_CRW_29079	29079	tRNA
bpRNA_CRW_29080	29080	tRNA
bpRNA_CRW_29081	29081	tRNA
bpRNA_CRW_29082	29082	tRNA
bpRNA_CRW_29083	29083	tRNA
bpRNA_CRW_29084	29084	tRNA
bpRNA_CRW_29085	29085	tRNA
bpRNA_CRW_29086	29086	tRNA
bpRNA_CRW_29087	29087	tRNA
bpRNA_CRW_29088	29088	tRNA
bpRNA_CRW_29089	29089	tRNA
bpRNA_CRW_29090	29090	tRNA
bpRNA_CRW_29091	29091	tRNA
bpRNA_CRW_29092	29092	tRNA
bpRNA_CRW_29093	29093	tRNA
bpRNA_CRW_29094	29094	tRNA
bpRNA_CRW_29095	29095	tRNA
bpRNA_CRW_29096	29096	tRNA
bpRNA_CRW_29097	29097	tRNA
bpRNA_CRW_29098	29098	tRNA
bpRNA_CRW_29099	29099	tRNA
bpRNA_CRW_29100	29100	tRNA
bpRNA_CRW_29101	29101	tRNA
bpRNA_CRW_29102	29102	tRNA
bpRNA_CRW_29103	29103	tRNA
bpRNA_CRW_29104	29104	tRNA
bpRNA_CRW_29105	29105	tRNA
bpRNA_CRW_29106	29106	tRNA
bpRNA_CRW_29107	29107	tRNA
bpRNA_CRW_29108	29108	tRNA
bpRNA_CRW_29109	29109	tRNA
bpRNA_CRW_29110	29110	tRNA
bpRNA_CRW_29111	29111	tRNA
bpRNA_CRW_29112	29112	tRNA
bpRNA_CRW_29113	29113	tRNA
bpRNA_CRW_29114	29114	tRNA
bpRNA_CRW_29115	29115	tRNA
bpRNA_CRW_29116	29116	tRNA
bpRNA_CRW_29117	29117	tRNA
bpRNA_CRW_29118	29118	tRNA
bpRNA_CRW_29119	29119	tRNA
bpRNA_CRW_29120	29120	tRNA
bpRNA_CRW_29121	29121	tRNA
bpRNA_CRW_29122	29122	tRNA
bpRNA_CRW_29123	29123	tRNA
bpRNA_CRW_29124	29124	tRNA
bpRNA_CRW_29125	29125	tRNA
bpRNA_CRW_29126	29126	tRNA
bpRNA_CRW_29127	29127	tRNA
bpRNA_CRW_29128	29128	tRNA
bpRNA_CRW_29129	29129	tRNA
bpRNA_CRW_29130	29130	tRNA
bpRNA_CRW_29131	29131	tRNA
bpRNA_CRW_29132	29132	tRNA
bpRNA_CRW_29133	29133	tRNA
bpRNA_CRW_29134	29134	tRNA
bpRNA_CRW_29135	29135	tRNA
bpRNA_CRW_29136	29136	tRNA
bpRNA_CRW_29137	29137	tRNA
bpRNA_CRW_29138	29138	tRNA
