rna_name	rna_ID	rna_type
bpRNA_RFAM_13635	72011	snoRNA
bpRNA_RFAM_13636	72012	snoRNA
bpRNA_RFAM_13637	72013	snoRNA
bpRNA_RFAM_13638	72014	snoRNA
bpRNA_RFAM_13639	72015	snoRNA
bpRNA_RFAM_13640	72016	snoRNA
bpRNA_RFAM_13641	72017	snoRNA
bpRNA_RFAM_13642	72018	snoRNA
bpRNA_RFAM_13643	72019	snoRNA
bpRNA_RFAM_13644	72020	snoRNA
bpRNA_RFAM_13645	72021	snoRNA
bpRNA_RFAM_13646	72022	snoRNA
bpRNA_RFAM_13647	72023	snoRNA
bpRNA_RFAM_13648	72024	snoRNA
bpRNA_RFAM_13649	72025	snoRNA
bpRNA_RFAM_13650	72026	snoRNA
bpRNA_RFAM_13651	72027	snoRNA
bpRNA_RFAM_13652	72028	snoRNA
bpRNA_RFAM_13653	72029	snoRNA
bpRNA_RFAM_13654	72030	snoRNA
bpRNA_RFAM_13655	72031	snoRNA
bpRNA_RFAM_13656	72032	snoRNA
bpRNA_RFAM_13657	72033	snoRNA
bpRNA_RFAM_13658	72034	snoRNA
bpRNA_RFAM_13659	72035	snoRNA
bpRNA_RFAM_13660	72036	snoRNA
bpRNA_RFAM_13661	72037	snoRNA
bpRNA_RFAM_13662	72038	snoRNA
bpRNA_RFAM_13663	72039	snoRNA
bpRNA_RFAM_13664	72040	snoRNA
bpRNA_RFAM_13665	72041	snoRNA
bpRNA_RFAM_13666	72042	snoRNA
bpRNA_RFAM_13667	72043	snoRNA
bpRNA_RFAM_13668	72044	snoRNA
bpRNA_RFAM_13669	72045	snoRNA
bpRNA_RFAM_13670	72046	snoRNA
bpRNA_RFAM_13671	72047	snoRNA
bpRNA_RFAM_13672	72048	snoRNA
bpRNA_RFAM_13673	72049	snoRNA
bpRNA_RFAM_13674	72050	snoRNA
bpRNA_RFAM_13675	72051	snoRNA
bpRNA_RFAM_13676	72052	snoRNA
bpRNA_RFAM_13677	72053	snoRNA
bpRNA_RFAM_13678	72054	snoRNA
bpRNA_RFAM_13679	72055	snoRNA
bpRNA_RFAM_13680	72056	snoRNA
bpRNA_RFAM_13681	72057	snoRNA
bpRNA_RFAM_13682	72058	snoRNA
bpRNA_RFAM_13683	72059	snoRNA
bpRNA_RFAM_13684	72060	snoRNA
bpRNA_RFAM_13685	72061	snoRNA
bpRNA_RFAM_13686	72062	snoRNA
bpRNA_RFAM_13687	72063	snoRNA
bpRNA_RFAM_13688	72064	snoRNA
bpRNA_RFAM_13689	72065	snoRNA
bpRNA_RFAM_13690	72066	snoRNA
bpRNA_RFAM_13691	72067	snoRNA
bpRNA_RFAM_13692	72068	snoRNA
bpRNA_RFAM_13693	72069	snoRNA
bpRNA_RFAM_13694	72070	snoRNA
bpRNA_RFAM_13695	72071	snoRNA
bpRNA_RFAM_13696	72072	snoRNA
bpRNA_RFAM_13697	72073	snoRNA
bpRNA_RFAM_13698	72074	snoRNA
bpRNA_RFAM_13699	72075	snoRNA
bpRNA_RFAM_13700	72076	snoRNA
bpRNA_RFAM_13701	72077	snoRNA
bpRNA_RFAM_13702	72078	snoRNA
bpRNA_RFAM_13703	72079	snoRNA
bpRNA_RFAM_13704	72080	snoRNA
bpRNA_RFAM_13705	72081	snoRNA
bpRNA_RFAM_13706	72082	snoRNA
bpRNA_RFAM_13707	72083	snoRNA
bpRNA_RFAM_13708	72084	snoRNA
bpRNA_RFAM_13709	72085	snoRNA
bpRNA_RFAM_13710	72086	snoRNA
bpRNA_RFAM_13711	72087	snoRNA
bpRNA_RFAM_13712	72088	snoRNA
bpRNA_RFAM_13713	72089	snoRNA
bpRNA_RFAM_13714	72090	snoRNA
bpRNA_RFAM_13715	72091	snoRNA
bpRNA_RFAM_13716	72092	snoRNA
bpRNA_RFAM_13717	72093	snoRNA
bpRNA_RFAM_13718	72094	snoRNA
bpRNA_RFAM_13719	72095	snoRNA
bpRNA_RFAM_13720	72096	snoRNA
bpRNA_RFAM_13721	72097	snoRNA
bpRNA_RFAM_13722	72098	snoRNA
bpRNA_RFAM_13723	72099	snoRNA
bpRNA_RFAM_13724	72100	snoRNA
bpRNA_RFAM_13725	72101	snoRNA
bpRNA_RFAM_13726	72102	snoRNA
bpRNA_RFAM_13727	72103	snoRNA
bpRNA_RFAM_13728	72104	snoRNA
bpRNA_RFAM_13729	72105	snoRNA
bpRNA_RFAM_13730	72106	snoRNA
bpRNA_RFAM_13731	72107	snoRNA
bpRNA_RFAM_13732	72108	snoRNA
bpRNA_RFAM_13733	72109	snoRNA
bpRNA_RFAM_13734	72110	snoRNA
bpRNA_RFAM_13735	72111	snoRNA
bpRNA_RFAM_13736	72112	snoRNA
bpRNA_RFAM_13737	72113	snoRNA
bpRNA_RFAM_13738	72114	snoRNA
bpRNA_RFAM_13739	72115	snoRNA
bpRNA_RFAM_13740	72116	snoRNA
bpRNA_RFAM_13741	72117	snoRNA
bpRNA_RFAM_13742	72118	snoRNA
bpRNA_RFAM_13743	72119	snoRNA
bpRNA_RFAM_13744	72120	snoRNA
bpRNA_RFAM_13745	72121	snoRNA
bpRNA_RFAM_13746	72122	snoRNA
bpRNA_RFAM_13747	72123	snoRNA
bpRNA_RFAM_13748	72124	snoRNA
bpRNA_RFAM_13749	72125	snoRNA
bpRNA_RFAM_13750	72126	snoRNA
bpRNA_RFAM_13751	72127	snoRNA
bpRNA_RFAM_13752	72128	snoRNA
bpRNA_RFAM_13753	72129	snoRNA
bpRNA_RFAM_13754	72130	snoRNA
bpRNA_RFAM_13755	72131	snoRNA
bpRNA_RFAM_13756	72132	snoRNA
bpRNA_RFAM_13757	72133	snoRNA
bpRNA_RFAM_13758	72134	snoRNA
bpRNA_RFAM_13759	72135	snoRNA
bpRNA_RFAM_13760	72136	snoRNA
bpRNA_RFAM_13761	72137	snoRNA
bpRNA_RFAM_13762	72138	snoRNA
bpRNA_RFAM_13763	72139	snoRNA
bpRNA_RFAM_13764	72140	snoRNA
bpRNA_RFAM_13765	72141	snoRNA
bpRNA_RFAM_13766	72142	snoRNA
bpRNA_RFAM_13767	72143	snoRNA
bpRNA_RFAM_13768	72144	snoRNA
bpRNA_RFAM_13769	72145	snoRNA
bpRNA_RFAM_13770	72146	snoRNA
bpRNA_RFAM_13771	72147	snoRNA
bpRNA_RFAM_13772	72148	snoRNA
bpRNA_RFAM_13773	72149	snoRNA
bpRNA_RFAM_13774	72150	snoRNA
bpRNA_RFAM_13775	72151	snoRNA
bpRNA_RFAM_13776	72152	snoRNA
bpRNA_RFAM_13777	72153	snoRNA
bpRNA_RFAM_13778	72154	snoRNA
bpRNA_RFAM_13779	72155	snoRNA
bpRNA_RFAM_13780	72156	snoRNA
bpRNA_RFAM_13781	72157	snoRNA
bpRNA_RFAM_13782	72158	snoRNA
bpRNA_RFAM_13783	72159	snoRNA
bpRNA_RFAM_13784	72160	snoRNA
bpRNA_RFAM_13785	72161	snoRNA
bpRNA_RFAM_13786	72162	snoRNA
bpRNA_RFAM_13787	72163	snoRNA
bpRNA_RFAM_13788	72164	snoRNA
bpRNA_RFAM_13789	72165	snoRNA
bpRNA_RFAM_13790	72166	snoRNA
bpRNA_RFAM_13791	72167	snoRNA
bpRNA_RFAM_13792	72168	snoRNA
bpRNA_RFAM_13793	72169	snoRNA
bpRNA_RFAM_13794	72170	snoRNA
bpRNA_RFAM_13795	72171	snoRNA
bpRNA_RFAM_13796	72172	snoRNA
bpRNA_RFAM_13797	72173	snoRNA
bpRNA_RFAM_13798	72174	snoRNA
bpRNA_RFAM_13799	72175	snoRNA
bpRNA_RFAM_13800	72176	snoRNA
bpRNA_RFAM_13801	72177	snoRNA
bpRNA_RFAM_13802	72178	snoRNA
bpRNA_RFAM_13803	72179	snoRNA
bpRNA_RFAM_13804	72180	snoRNA
bpRNA_RFAM_13805	72181	snoRNA
bpRNA_RFAM_13806	72182	snoRNA
bpRNA_RFAM_13807	72183	snoRNA
bpRNA_RFAM_13808	72184	snoRNA
bpRNA_RFAM_13809	72185	snoRNA
bpRNA_RFAM_13810	72186	snoRNA
bpRNA_RFAM_13811	72187	snoRNA
bpRNA_RFAM_13812	72188	snoRNA
bpRNA_RFAM_13813	72189	snoRNA
bpRNA_RFAM_13814	72190	snoRNA
bpRNA_RFAM_13815	72191	snoRNA
bpRNA_RFAM_13816	72192	snoRNA
bpRNA_RFAM_13817	72193	snoRNA
bpRNA_RFAM_13818	72194	snoRNA
bpRNA_RFAM_13819	72195	snoRNA
bpRNA_RFAM_13820	72196	snoRNA
bpRNA_RFAM_13821	72197	snoRNA
bpRNA_RFAM_13822	72198	snoRNA
bpRNA_RFAM_13823	72199	snoRNA
bpRNA_RFAM_13824	72200	snoRNA
bpRNA_RFAM_13825	72201	snoRNA
bpRNA_RFAM_13826	72202	snoRNA
bpRNA_RFAM_13827	72203	snoRNA
bpRNA_RFAM_13828	72204	snoRNA
bpRNA_RFAM_13829	72205	snoRNA
bpRNA_RFAM_13830	72206	snoRNA
bpRNA_RFAM_13831	72207	snoRNA
bpRNA_RFAM_13832	72208	snoRNA
bpRNA_RFAM_13833	72209	snoRNA
bpRNA_RFAM_13834	72210	snoRNA
bpRNA_RFAM_13835	72211	snoRNA
bpRNA_RFAM_13836	72212	snoRNA
bpRNA_RFAM_13837	72213	snoRNA
bpRNA_RFAM_13838	72214	snoRNA
bpRNA_RFAM_13839	72215	snoRNA
bpRNA_RFAM_13840	72216	snoRNA
bpRNA_RFAM_13841	72217	snoRNA
bpRNA_RFAM_13842	72218	snoRNA
bpRNA_RFAM_13843	72219	snoRNA
bpRNA_RFAM_13844	72220	snoRNA
bpRNA_RFAM_13845	72221	snoRNA
bpRNA_RFAM_13846	72222	snoRNA
bpRNA_RFAM_13847	72223	snoRNA
bpRNA_RFAM_13848	72224	snoRNA
bpRNA_RFAM_13849	72225	snoRNA
bpRNA_RFAM_13850	72226	snoRNA
bpRNA_RFAM_13851	72227	snoRNA
bpRNA_RFAM_13852	72228	snoRNA
bpRNA_RFAM_13853	72229	snoRNA
bpRNA_RFAM_13854	72230	snoRNA
bpRNA_RFAM_13855	72231	snoRNA
bpRNA_RFAM_13856	72232	snoRNA
bpRNA_RFAM_13857	72233	snoRNA
bpRNA_RFAM_13858	72234	snoRNA
bpRNA_RFAM_13859	72235	snoRNA
bpRNA_RFAM_13860	72236	snoRNA
bpRNA_RFAM_13861	72237	snoRNA
bpRNA_RFAM_13862	72238	snoRNA
bpRNA_RFAM_13863	72239	snoRNA
bpRNA_RFAM_13864	72240	snoRNA
bpRNA_RFAM_13865	72241	snoRNA
bpRNA_RFAM_13866	72242	snoRNA
bpRNA_RFAM_13867	72243	snoRNA
bpRNA_RFAM_13868	72244	snoRNA
bpRNA_RFAM_13869	72245	snoRNA
bpRNA_RFAM_13870	72246	snoRNA
bpRNA_RFAM_13871	72247	snoRNA
bpRNA_RFAM_13872	72248	snoRNA
bpRNA_RFAM_13873	72249	snoRNA
bpRNA_RFAM_13874	72250	snoRNA
bpRNA_RFAM_13875	72251	snoRNA
bpRNA_RFAM_13876	72252	snoRNA
bpRNA_RFAM_13877	72253	snoRNA
bpRNA_RFAM_13878	72254	snoRNA
bpRNA_RFAM_13879	72255	snoRNA
bpRNA_RFAM_13880	72256	snoRNA
bpRNA_RFAM_13881	72257	snoRNA
bpRNA_RFAM_13882	72258	snoRNA
bpRNA_RFAM_13883	72259	snoRNA
bpRNA_RFAM_13884	72260	snoRNA
bpRNA_RFAM_13885	72261	snoRNA
bpRNA_RFAM_13886	72262	snoRNA
bpRNA_RFAM_13887	72263	snoRNA
bpRNA_RFAM_13888	72264	snoRNA
bpRNA_RFAM_13889	72265	snoRNA
bpRNA_RFAM_13890	72266	snoRNA
bpRNA_RFAM_13891	72267	snoRNA
bpRNA_RFAM_13892	72268	snoRNA
bpRNA_RFAM_13893	72269	snoRNA
bpRNA_RFAM_13894	72270	snoRNA
bpRNA_RFAM_13895	72271	snoRNA
bpRNA_RFAM_13896	72272	snoRNA
bpRNA_RFAM_13897	72273	snoRNA
bpRNA_RFAM_13898	72274	snoRNA
bpRNA_RFAM_13899	72275	snoRNA
bpRNA_RFAM_13900	72276	snoRNA
bpRNA_RFAM_13901	72277	snoRNA
bpRNA_RFAM_13902	72278	snoRNA
bpRNA_RFAM_13903	72279	snoRNA
bpRNA_RFAM_13904	72280	snoRNA
bpRNA_RFAM_13905	72281	snoRNA
bpRNA_RFAM_13906	72282	snoRNA
bpRNA_RFAM_13907	72283	snoRNA
bpRNA_RFAM_13908	72284	snoRNA
bpRNA_RFAM_13909	72285	snoRNA
bpRNA_RFAM_13910	72286	snoRNA
bpRNA_RFAM_13911	72287	snoRNA
bpRNA_RFAM_13912	72288	snoRNA
bpRNA_RFAM_13913	72289	snoRNA
bpRNA_RFAM_13914	72290	snoRNA
bpRNA_RFAM_13915	72291	snoRNA
bpRNA_RFAM_13916	72292	snoRNA
bpRNA_RFAM_13917	72293	snoRNA
bpRNA_RFAM_13918	72294	snoRNA
bpRNA_RFAM_13919	72295	snoRNA
bpRNA_RFAM_13920	72296	snoRNA
bpRNA_RFAM_13921	72297	snoRNA
bpRNA_RFAM_13922	72298	snoRNA
bpRNA_RFAM_13923	72299	snoRNA
bpRNA_RFAM_13924	72300	snoRNA
bpRNA_RFAM_13925	72301	snoRNA
bpRNA_RFAM_13926	72302	snoRNA
bpRNA_RFAM_13927	72303	snoRNA
bpRNA_RFAM_13928	72304	snoRNA
bpRNA_RFAM_13929	72305	snoRNA
bpRNA_RFAM_13930	72306	snoRNA
bpRNA_RFAM_13931	72307	snoRNA
bpRNA_RFAM_13932	72308	snoRNA
bpRNA_RFAM_13933	72309	snoRNA
bpRNA_RFAM_13934	72310	snoRNA
bpRNA_RFAM_13935	72311	snoRNA
bpRNA_RFAM_13936	72312	snoRNA
bpRNA_RFAM_13937	72313	snoRNA
bpRNA_RFAM_13938	72314	snoRNA
bpRNA_RFAM_13939	72315	snoRNA
bpRNA_RFAM_13940	72316	snoRNA
bpRNA_RFAM_13941	72317	snoRNA
bpRNA_RFAM_13942	72318	snoRNA
bpRNA_RFAM_13943	72319	snoRNA
bpRNA_RFAM_13944	72320	snoRNA
bpRNA_RFAM_13945	72321	snoRNA
bpRNA_RFAM_13946	72322	snoRNA
bpRNA_RFAM_13947	72323	snoRNA
bpRNA_RFAM_13948	72324	snoRNA
bpRNA_RFAM_13949	72325	snoRNA
bpRNA_RFAM_13950	72326	snoRNA
bpRNA_RFAM_13951	72327	snoRNA
bpRNA_RFAM_13952	72328	snoRNA
bpRNA_RFAM_13953	72329	snoRNA
bpRNA_RFAM_13954	72330	snoRNA
bpRNA_RFAM_13955	72331	snoRNA
bpRNA_RFAM_13956	72332	snoRNA
bpRNA_RFAM_13957	72333	snoRNA
bpRNA_RFAM_13958	72334	snoRNA
bpRNA_RFAM_13959	72335	snoRNA
bpRNA_RFAM_13960	72336	snoRNA
